"","id","K"
"320","320",0.5
"321","321",1.5
"322","322",1
"323","323",3
"324","324",1.83333333333333
"325","325",0.5
"326","326",0.653846153846154
"327","327",0.5
"328","328",0.628571428571429
"329","329",0.75
"330","330",1.125
"331","331",0.785714285714286
"332","332",1.45
"333","333",1.16666666666667
"334","334",0
"335","335",0.6
"336","336",0.133333333333333
"337","337",0.701298701298701
"338","338",2
"339","339",0.467032967032967
"340","340",1.66666666666667
"341","341",2.25
"342","342",1.42857142857143
"343","343",0.25
"344","344",0.333333333333333
"345","345",1.25
"346","346",0.533333333333333
"347","347",1
"348","348",0.8
"349","349",0.666666666666667
"350","350",1
"351","351",0.467032967032967
"352","352",0.5
"353","353",0.333333333333333
"354","354",3.25
"355","355",0.888888888888889
"356","356",0.75
"357","357",0.666666666666667
"358","358",2.16666666666667
"359","359",0.333333333333333
"360","360",2.4
"361","361",1
"362","362",0.7
"363","363",0.416666666666667
"364","364",1
"365","365",1.30555555555556
"366","366",0.5
"367","367",0.833333333333333
"368","368",2.22222222222222
"369","369",1
"370","370",1.33333333333333
"371","371",1
"372","372",1.125
"373","373",1.8
"374","374",2.5
"375","375",1
"376","376",0.916666666666667
"377","377",0.777777777777778
"378","378",2
"379","379",0.333333333333333
"380","380",3
"381","381",1.13333333333333
"382","382",0.2
"383","383",0.25
"384","384",2
"385","385",1
"386","386",1
"387","387",0.653846153846154
"388","388",2
"389","389",0.5
"390","390",0.333333333333333
"391","391",0.133333333333333
"392","392",1
"393","393",0.75
"394","394",0.333333333333333
"395","395",1.66666666666667
"396","396",0.8
"397","397",0.666666666666667
"398","398",1
"399","399",0.2
"400","400",0.75
"401","401",1
"402","402",0.333333333333333
"403","403",0.666666666666667
"404","404",1.33333333333333
"405","405",0.4
"406","406",0
"407","407",1
"408","408",3
"409","409",0.666666666666667
"410","410",0.458333333333333
"411","411",0.633333333333333
"412","412",1
"413","413",0.333333333333333
"414","414",0.166666666666667
"415","415",1.2
"416","416",0.888888888888889
"417","417",1.7
"418","418",0.2
"419","419",0.25
"420","420",1.16666666666667
"421","421",1.66666666666667
"422","422",1.525
"423","423",3.11111111111111
"424","424",0.666666666666667
"425","425",1.5
"426","426",0.625
"427","427",3
"428","428",2
"429","429",0.666666666666667
"430","430",0
"431","431",1.5
"432","432",4.4
"433","433",0
"434","434",0
"435","435",0.866666666666667
"436","436",0
"437","437",0.25
"438","438",1.83333333333333
"439","439",1.66666666666667
"440","440",0
"441","441",0.555555555555556
"442","442",0.666666666666667
"443","443",2
"444","444",0.308823529411765
"445","445",1.5
"446","446",1
"447","447",0.5
"448","448",0.822222222222222
"449","449",2.33333333333333
"450","450",0.8
"451","451",0.2
"452","452",1.78571428571429
"453","453",3.25
"454","454",1.8
"455","455",1
"456","456",1.5
"457","457",0.253968253968254
"458","458",0.590909090909091
"459","459",4
"460","460",0.333333333333333
"461","461",1.07142857142857
"462","462",0
"463","463",1.25
"464","464",1.66666666666667
"465","465",0.25
"466","466",0.25
"467","467",0
"468","468",0.5
"469","469",0.25
"470","470",1.33333333333333
"471","471",0.25
"472","472",0.333333333333333
"473","473",0.458333333333333
"474","474",0.5
"475","475",0.321428571428571
"476","476",0.5
"477","477",1.15384615384615
"478","478",1
"479","479",1
"480","480",0.6
"481","481",0.5
"482","482",5
"483","483",1.6
"484","484",2
"485","485",0.5
"486","486",2
"487","487",0.714285714285714
"488","488",1
"489","489",1.48333333333333
"490","490",1.5
"491","491",0
"492","492",0
"493","493",1.5
"494","494",1.5
"495","495",0
"496","496",1.45
"497","497",0.6
"498","498",0.6
"499","499",3
"500","500",2.5
"501","501",1.5
"502","502",0.25
"503","503",0.906666666666667
"504","504",0.5
"505","505",0.94047619047619
"506","506",1.16666666666667
"507","507",0
"508","508",2
"509","509",0.666666666666667
"510","510",0.906666666666667
"511","511",0.25
"512","512",1
"513","513",1.28571428571429
"514","514",0.666666666666667
"515","515",0.5
"516","516",2
"517","517",1
"518","518",0.6
"519","519",0.8
"520","520",0
"521","521",1.28571428571429
"522","522",0.666666666666667
"523","523",1
"524","524",1
"525","525",0
"526","526",0.5
"527","527",0.133333333333333
"528","528",0
"529","529",0
"530","530",1.33333333333333
"531","531",0.777777777777778
"532","532",1.33333333333333
"533","533",0.714285714285714
"534","534",0
"535","535",1.4
"536","536",0.25
"537","537",1
"538","538",1
"539","539",0.5
"540","540",2.16666666666667
"541","541",0.75
"542","542",2.25
"543","543",0.666666666666667
"544","544",1
"545","545",0
"546","546",1.66666666666667
"547","547",0.458333333333333
"548","548",0.6
"549","549",1
"550","550",0.5
"551","551",1
"552","552",1
"553","553",2.16666666666667
"554","554",0.906666666666667
"555","555",2
"556","556",1.5
"557","557",1.5
"558","558",0.375
"559","559",1
"560","560",0.5
"561","561",0.883333333333333
"562","562",0
"563","563",1.25
"564","564",0
"565","565",1
"566","566",1
"567","567",0.166666666666667
"568","568",0.25
"569","569",0.2
"570","570",2
"571","571",0.111111111111111
"572","572",0.333333333333333
"573","573",2.66666666666667
"574","574",0.866666666666667
"575","575",0.628571428571429
"576","576",0.75
"577","577",2
"578","578",0.454545454545455
"579","579",0.8
"580","580",0.682539682539683
"581","581",0.5
"582","582",4.53333333333333
"583","583",0.906666666666667
"584","584",0.333333333333333
"585","585",2
"586","586",1.33333333333333
"587","587",0
"588","588",2
"589","589",0.555555555555556
"590","590",1.15384615384615
"591","591",0.333333333333333
"592","592",0
"593","593",2
"594","594",1
"595","595",0.5
"596","596",1
"597","597",1
"598","598",1
"599","599",0.333333333333333
"600","600",0.454545454545455
"601","601",0.8
"602","602",1.33333333333333
"603","603",0.5
"604","604",3
"605","605",0
"606","606",2
"607","607",5.04
"608","608",0.452631578947368
"609","609",0.2
"610","610",2.16666666666667
"611","611",0.166666666666667
"612","612",1
"613","613",0.7
"614","614",0.2
"615","615",0.558823529411765
"616","616",0.666666666666667
"617","617",0.25
"618","618",0.5
"619","619",3
"620","620",0.666666666666667
"621","621",0.94047619047619
"622","622",0
"623","623",1.05882352941176
"624","624",0.333333333333333
"625","625",0.5
"626","626",1
"627","627",1.25
"628","628",2
"629","629",1
"630","630",0.8
"631","631",0.911111111111111
"632","632",0.25
"633","633",0
"634","634",1.4
"635","635",0
"636","636",0.333333333333333
"637","637",0.25
"638","638",0.9
"639","639",1.58333333333333
"640","640",1
"641","641",1
"642","642",0.333333333333333
"643","643",0.0833333333333333
"644","644",0.5
"645","645",0.0909090909090909
"646","646",0.5
"647","647",1
"648","648",0.333333333333333
"649","649",0.666666666666667
"650","650",0.142857142857143
"651","651",1.05263157894737
"652","652",1
"653","653",1
"654","654",1.07142857142857
"655","655",0
"656","656",0.25
"657","657",0.833333333333333
"658","658",4.4
"659","659",1
"660","660",1.28571428571429
"661","661",0.333333333333333
"662","662",1.7
"663","663",1.66666666666667
"664","664",1.91666666666667
"665","665",1
"666","666",1
"667","667",0.555555555555556
"668","668",1.33333333333333
"669","669",1.4
"670","670",1.16666666666667
"671","671",0.321428571428571
"672","672",0.5
"673","673",2
"674","674",1
"675","675",0.484444444444444
"676","676",1
"677","677",2
"678","678",0.5
"679","679",0.5
"680","680",0
"681","681",1.33333333333333
"682","682",0.458333333333333
"683","683",1.00882352941176
"684","684",0.2
"685","685",2
"686","686",1
"687","687",2
"688","688",2
"689","689",0.8
"690","690",0.558823529411765
"691","691",0.25
"692","692",1
"693","693",0.333333333333333
"694","694",0.25
"695","695",2
"696","696",0.666666666666667
"697","697",1.25
"698","698",3
"699","699",0.333333333333333
"700","700",0.7
"701","701",2.5
"702","702",0.333333333333333
"703","703",0
"704","704",1.4
"705","705",1.22222222222222
"706","706",0.2
"707","707",0.5
"708","708",0.6
"709","709",2.61904761904762
"710","710",5
"711","711",0.5
"712","712",1.5
"713","713",1
"714","714",0.8
"715","715",0.666666666666667
"716","716",0.25
"717","717",2.25
"718","718",1
"719","719",5
"720","720",0.25
"721","721",0.8
"722","722",0
"723","723",0.5
"724","724",1
"725","725",0.6
"726","726",1.66666666666667
"727","727",0.5
"728","728",1
"729","729",0.916666666666667
"730","730",0.666666666666667
"731","731",0.75
"732","732",0.75
"733","733",0.125
"734","734",1.25
"735","735",2.33333333333333
"736","736",0.375
"737","737",2
"738","738",1.33333333333333
"739","739",0.856643356643357
"740","740",1
"741","741",2
"742","742",0.6
"743","743",0.6
"744","744",0.0714285714285714
"745","745",1.16666666666667
"746","746",0.75
"747","747",3.25
"748","748",1.75
"749","749",2.33333333333333
"750","750",0.458333333333333
"751","751",4.07142857142857
"752","752",1
"753","753",2.51111111111111
"754","754",1.28571428571429
"755","755",0.6
"756","756",1.25
"757","757",0.666666666666667
"758","758",0.333333333333333
"759","759",1
"760","760",0.5
"761","761",1
"762","762",0.333333333333333
"763","763",0.666666666666667
"764","764",0.833333333333333
"765","765",0.5
"766","766",0.75
"767","767",2.66666666666667
"768","768",3
"769","769",0
"770","770",0.166666666666667
"771","771",0.5
"772","772",1.75
"773","773",1.525
"774","774",1.25
"775","775",0.333333333333333
"776","776",1
"777","777",0.785714285714286
"778","778",1.58333333333333
"779","779",0.6
"780","780",0.75
"781","781",1.5
"782","782",5.33333333333333
"783","783",1
"784","784",0.7
"785","785",0
"786","786",0.8
"787","787",0.25
"788","788",0.666666666666667
"789","789",0.2
"790","790",0.714285714285714
"791","791",0.5
"792","792",0
"793","793",0.166666666666667
"794","794",1.73333333333333
"795","795",0
"796","796",2
"797","797",0.888888888888889
"798","798",0
"799","799",0.6
"800","800",1.6
"801","801",0.2
"802","802",0.722222222222222
"803","803",0
"804","804",0.883333333333333
"805","805",1.33333333333333
"806","806",0.333333333333333
"807","807",4.78571428571429
"808","808",2.93939393939394
"809","809",0.8
"810","810",0.5
"811","811",1.15384615384615
"812","812",0.666666666666667
"813","813",1.5
"814","814",0.142857142857143
"815","815",1.25
"816","816",1
"817","817",0.5
"818","818",0.75
"819","819",0.133333333333333
"820","820",0.5
"821","821",0.467032967032967
"822","822",0
"823","823",0
"824","824",0.476190476190476
"825","825",1.22222222222222
"826","826",1.75
"827","827",1
"828","828",0.333333333333333
"829","829",0.467032967032967
"830","830",0
"831","831",1.22222222222222
"832","832",0.452631578947368
"833","833",2
"834","834",1.06666666666667
"835","835",1.2
"836","836",1.16666666666667
"837","837",0.444444444444444
"838","838",0
"839","839",0.485714285714286
"840","840",0.722222222222222
"841","841",0.333333333333333
"842","842",0.484444444444444
"843","843",1.15384615384615
"844","844",0
"845","845",1
"846","846",1.48333333333333
"847","847",0.75
"848","848",0.25
"849","849",0.666666666666667
"850","850",1.33333333333333
"851","851",1.25
"852","852",0
"853","853",0.5
"854","854",1
"855","855",0.913461538461538
"856","856",0.6
"857","857",0.333333333333333
"858","858",2
"859","859",0.8
"860","860",0.5
"861","861",2
"862","862",0.25
"863","863",0.906666666666667
"864","864",0.833333333333333
"865","865",0.911111111111111
"866","866",0.25
"867","867",2.2
"868","868",1.15384615384615
"869","869",2.22222222222222
"870","870",0.888888888888889
"871","871",0
"872","872",1.5
"873","873",0.8
"874","874",0.333333333333333
"875","875",0.166666666666667
"876","876",0.166666666666667
"877","877",1
"878","878",1.8
"879","879",1
"880","880",0.75
"881","881",1.28571428571429
"882","882",0.4
"883","883",0.5
"884","884",0.166666666666667
"885","885",1.45
"886","886",0.833333333333333
"887","887",0.682539682539683
"888","888",0.913461538461538
"889","889",0.5
"890","890",0.666666666666667
"891","891",0.6
"892","892",1.91666666666667
"893","893",2.5
"894","894",0.857142857142857
"895","895",0.476190476190476
"896","896",1.25
"897","897",1
"898","898",0.428571428571429
"899","899",2
"900","900",0.285714285714286
"901","901",0.5
"902","902",1.30263157894737
"903","903",5
"904","904",0.75
"905","905",0
"906","906",0.666666666666667
"907","907",1.96111111111111
"908","908",1.65714285714286
"909","909",2
"910","910",0.714285714285714
"911","911",0
"912","912",2.16666666666667
"913","913",2.8
"914","914",0.883333333333333
"915","915",0.333333333333333
"916","916",1.25
"917","917",0.822222222222222
"918","918",0.5
"919","919",0
"920","920",0.166666666666667
"921","921",1.66666666666667
"922","922",0.666666666666667
"923","923",0.25
"924","924",0.94047619047619
"925","925",1
"926","926",1.14285714285714
"927","927",4.125
"928","928",0.866666666666667
"929","929",2
"930","930",0.75
"931","931",0.472222222222222
"932","932",1.25
"933","933",2.5
"934","934",0
"935","935",0.333333333333333
"936","936",0.8
"937","937",0.7
"938","938",1.14285714285714
"939","939",0.75
"940","940",0.5
"941","941",0.606060606060606
"942","942",0.25
"943","943",0.833333333333333
"944","944",2
"945","945",2.5
"946","946",1.66666666666667
"947","947",0.476190476190476
"948","948",4
"949","949",0.714285714285714
"950","950",2.45833333333333
"951","951",1.42857142857143
"952","952",0.8
"953","953",2.5
"954","954",0.5
"955","955",0.666666666666667
"956","956",1
"957","957",2
"958","958",1.25
"959","959",0.8
"960","960",0.777777777777778
"961","961",1.05263157894737
"962","962",0.25
"963","963",0.25
"964","964",1.30555555555556
"965","965",1
"966","966",0.8
"967","967",0.2
"968","968",1.5
"969","969",0.833333333333333
"970","970",1.13333333333333
"971","971",0.333333333333333
"972","972",1
"973","973",0.333333333333333
"974","974",2
"975","975",1.16666666666667
"976","976",1.30263157894737
"977","977",2.33333333333333
"978","978",0.714285714285714
"979","979",0.666666666666667
"980","980",1.5
"981","981",2.05555555555556
"982","982",0.911111111111111
"983","983",0.25
"984","984",0.5
"985","985",2.51111111111111
"986","986",1.5
"987","987",0.25
"988","988",1.33333333333333
"989","989",0.5
"990","990",0.906666666666667
"991","991",0
"992","992",1
"993","993",0.75
"994","994",0
"995","995",0.5
"996","996",1
"997","997",0.8
"998","998",0
"999","999",0
"1000","1000",0.833333333333333
"1001","1001",1.42857142857143
"1002","1002",1.14285714285714
"1003","1003",0.533333333333333
"1004","1004",0.25
"1005","1005",0.666666666666667
"1006","1006",1.6
"1007","1007",3.16666666666667
"1008","1008",0.342857142857143
"1009","1009",0.653846153846154
"1010","1010",1.25
"1011","1011",0.5
"1012","1012",0.833333333333333
"1013","1013",1.75
"1014","1014",2
"1015","1015",0
"1016","1016",1.65714285714286
"1017","1017",0.833333333333333
"1018","1018",0.856643356643357
"1019","1019",0.5
"1020","1020",1
"1021","1021",1.48333333333333
"1022","1022",0.333333333333333
"1023","1023",2.33333333333333
"1024","1024",1.5
"1025","1025",2.5
"1026","1026",1.16666666666667
"1027","1027",0.2
"1028","1028",0.856643356643357
"1029","1029",1.16666666666667
"1030","1030",2
"1031","1031",3
"1032","1032",2
"1033","1033",5
"1034","1034",0
"1035","1035",0.166666666666667
"1036","1036",0.2
"1037","1037",1.16666666666667
"1038","1038",1
"1039","1039",0.653846153846154
"1040","1040",1
"1041","1041",0.5
"1042","1042",0.819047619047619
"1043","1043",3
"1044","1044",0.5
"1045","1045",0.6
"1046","1046",0.666666666666667
"1047","1047",0.428571428571429
"1048","1048",0.0909090909090909
"1049","1049",1.15384615384615
"1050","1050",0.666666666666667
"1051","1051",1.14285714285714
"1052","1052",1.65714285714286
"1053","1053",1
"1054","1054",0.333333333333333
"1055","1055",1.22222222222222
"1056","1056",0.5
"1057","1057",0
"1058","1058",1.53333333333333
"1059","1059",1.5
"1060","1060",1.27272727272727
"1061","1061",0.6
"1062","1062",0.714285714285714
"1063","1063",0.535714285714286
"1064","1064",2.16666666666667
"1065","1065",0
"1066","1066",1
"1067","1067",1.13333333333333
"1068","1068",1
"1069","1069",1.42857142857143
"1070","1070",1
"1071","1071",2.14285714285714
"1072","1072",0.866666666666667
"1073","1073",1
"1074","1074",0.566666666666667
"1075","1075",0.666666666666667
"1076","1076",2
"1077","1077",1
"1078","1078",0
"1079","1079",1
"1080","1080",0.333333333333333
"1081","1081",1.2
"1082","1082",0.8
"1083","1083",0.4
"1084","1084",0.785714285714286
"1085","1085",2
"1086","1086",1.5
"1087","1087",1
"1088","1088",1.33333333333333
"1089","1089",0
"1090","1090",1.27272727272727
"1091","1091",1.5
"1092","1092",0
"1093","1093",2.46666666666667
"1094","1094",0
"1095","1095",0.8
"1096","1096",0.733333333333333
"1097","1097",0
"1098","1098",0.5
"1099","1099",0
"1100","1100",1.5
"1101","1101",3.48571428571429
"1102","1102",1.525
"1103","1103",0.5
"1104","1104",0.25
"1105","1105",0.5
"1106","1106",0.666666666666667
"1107","1107",0.916666666666667
"1108","1108",0.75
"1109","1109",0.566666666666667
"1110","1110",1.7
"1111","1111",0.2
"1112","1112",1.25
"1113","1113",1.5
"1114","1114",1
"1115","1115",1.25
"1116","1116",0.166666666666667
"1117","1117",0.666666666666667
"1118","1118",2
"1119","1119",0.666666666666667
"1120","1120",1.25
"1121","1121",4
"1122","1122",1.30555555555556
"1123","1123",0.555555555555556
"1124","1124",0.833333333333333
"1125","1125",1.2
"1126","1126",0
"1127","1127",0.75
"1128","1128",6
"1129","1129",0.833333333333333
"1130","1130",0
"1131","1131",1
"1132","1132",2
"1133","1133",1.2
"1134","1134",0.25
"1135","1135",0.833333333333333
"1136","1136",0
"1137","1137",1.1
"1138","1138",1.25
"1139","1139",0
"1140","1140",0.5
"1141","1141",1.65714285714286
"1142","1142",2.77272727272727
"1143","1143",0.25
"1144","1144",1.06666666666667
"1145","1145",1
"1146","1146",0
"1147","1147",0.555555555555556
"1148","1148",1
"1149","1149",0.333333333333333
"1150","1150",1.5
"1151","1151",2
"1152","1152",2
"1153","1153",0.906666666666667
"1154","1154",0
"1155","1155",0
"1156","1156",7
"1157","1157",0.701298701298701
"1158","1158",0.472222222222222
"1159","1159",0.333333333333333
"1160","1160",0.75
"1161","1161",0
"1162","1162",0.833333333333333
"1163","1163",0
"1164","1164",1.48717948717949
"1165","1165",0.25
"1166","1166",1.16666666666667
"1167","1167",2.66666666666667
"1168","1168",2.5
"1169","1169",0.856643356643357
"1170","1170",1.5
"1171","1171",1.27272727272727
"1172","1172",0.535714285714286
"1173","1173",0.333333333333333
"1174","1174",0
"1175","1175",0.625
"1176","1176",0.913461538461538
"1177","1177",0.653846153846154
"1178","1178",0.633333333333333
"1179","1179",0.5
"1180","1180",2.28571428571429
"1181","1181",1
"1182","1182",0.485714285714286
"1183","1183",0.5
"1184","1184",2
"1185","1185",0.75
"1186","1186",1
"1187","1187",0.333333333333333
"1188","1188",0.785714285714286
"1189","1189",0
"1190","1190",0
"1191","1191",1
"1192","1192",0.454545454545455
"1193","1193",0.5
"1194","1194",2.33333333333333
"1195","1195",1.27272727272727
"1196","1196",0.6
"1197","1197",1.48333333333333
"1198","1198",0
"1199","1199",0.444444444444444
"1200","1200",1
"1201","1201",1.5
"1202","1202",1
"1203","1203",0.458333333333333
"1204","1204",2
"1205","1205",0.666666666666667
"1206","1206",0.8
"1207","1207",1.125
"1208","1208",2.33333333333333
"1209","1209",1.66666666666667
"1210","1210",0.5
"1211","1211",0.166666666666667
"1212","1212",1
"1213","1213",0.666666666666667
"1214","1214",0.666666666666667
"1215","1215",0
"1216","1216",0.75
"1217","1217",0.714285714285714
"1218","1218",0.125
"1219","1219",0.444444444444444
"1220","1220",0
"1221","1221",0.375
"1222","1222",0.8
"1223","1223",4.5
"1224","1224",0.166666666666667
"1225","1225",0.75
"1226","1226",0.5
"1227","1227",1.63333333333333
"1228","1228",0.2
"1229","1229",0.166666666666667
"1230","1230",1.66666666666667
"1231","1231",1.28571428571429
"1232","1232",0.125
"1233","1233",0.458333333333333
"1234","1234",1
"1235","1235",1
"1236","1236",1.00882352941176
"1237","1237",1.66666666666667
"1238","1238",0.25
"1239","1239",0
"1240","1240",1.5
"1241","1241",0
"1242","1242",1
"1243","1243",0.666666666666667
"1244","1244",0.392857142857143
"1245","1245",0.666666666666667
"1246","1246",0.428571428571429
"1247","1247",2
"1248","1248",0.75
"1249","1249",1.25
"1250","1250",0.833333333333333
"1251","1251",0.75
"1252","1252",0.333333333333333
"1253","1253",0.111111111111111
"1254","1254",0.444444444444444
"1255","1255",0
"1256","1256",1.125
"1257","1257",0.833333333333333
"1258","1258",1
"1259","1259",0.888888888888889
"1260","1260",0.75
"1261","1261",1.33333333333333
"1262","1262",2
"1263","1263",1
"1264","1264",2
"1265","1265",0.0833333333333333
"1266","1266",0.484444444444444
"1267","1267",0.682539682539683
"1268","1268",0.321428571428571
"1269","1269",0.833333333333333
"1270","1270",2
"1271","1271",0.25
"1272","1272",1.25
"1273","1273",0
"1274","1274",1.41666666666667
"1275","1275",0.25
"1276","1276",0.333333333333333
"1277","1277",1
"1278","1278",0.714285714285714
"1279","1279",0.75
"1280","1280",0.166666666666667
"1281","1281",0.5
"1282","1282",2.25
"1283","1283",4.6
"1284","1284",2
"1285","1285",0
"1286","1286",0.253968253968254
"1287","1287",1
"1288","1288",0.166666666666667
"1289","1289",0.4
"1290","1290",1.5
"1291","1291",1.65714285714286
"1292","1292",0.535714285714286
"1293","1293",1
"1294","1294",0.25
"1295","1295",2.5
"1296","1296",0.6
"1297","1297",0.485714285714286
"1298","1298",4.16666666666667
"1299","1299",0.4
"1300","1300",0.333333333333333
"1301","1301",1
"1302","1302",0.625
"1303","1303",2.77272727272727
"1304","1304",0.333333333333333
"1305","1305",1
"1306","1306",3
"1307","1307",0.906666666666667
"1308","1308",0.628571428571429
"1309","1309",1
"1310","1310",1.28571428571429
"1311","1311",3
"1312","1312",0.333333333333333
"1313","1313",2
"1314","1314",2.14285714285714
"1315","1315",3.11111111111111
"1316","1316",0.0909090909090909
"1317","1317",0.5
"1318","1318",1.5
"1319","1319",0
