,X1,X2,X3,X4,X5
112,1.0,3.0,2.0,3.0,2.0
113,2.0,2.0,3.0,4.0,4.0
114,*,1.0,4.0,4.0,2.0
115,*,3.0,2.0,3.0,2.0
116,1.0,3.0,2.0,2.0,1.0
117,*,2.0,3.0,2.0,1.0
118,3.0,3.0,3.0,3.0,3.0
119,1.0,3.0,1.0,4.0,3.0
120,*,1.0,2.0,2.0,1.0
121,4.0,2.0,3.0,1.0,3.0
122,3.0,3.0,2.0,4.0,2.0
123,3.0,3.0,3.0,1.0,4.0
124,4.0,3.0,1.0,1.0,3.0
125,2.0,2.0,1.0,4.0,3.0
126,3.0,1.0,1.0,3.0,3.0
127,1.0,2.0,3.0,2.0,2.0
128,3.0,3.0,1.0,2.0,2.0
129,2.0,3.0,1.0,2.0,1.0
130,1.0,2.0,3.0,2.0,2.0
131,3.0,3.0,2.0,4.0,3.0
132,3.0,2.0,2.0,3.0,1.0
133,4.0,2.0,1.0,3.0,2.0
134,2.0,2.0,2.0,3.0,3.0
135,3.0,1.0,2.0,3.0,3.0
136,2.0,2.0,3.0,3.0,3.0
137,3.0,3.0,3.0,3.0,1.0
138,1.0,3.0,3.0,1.0,2.0
139,2.0,2.0,3.0,1.0,3.0
140,3.0,1.0,3.0,4.0,2.0
141,2.0,4.0,2.0,2.0,1.0
142,3.0,3.0,2.0,1.0,3.0
143,2.0,2.0,2.0,2.0,4.0
144,*,1.0,4.0,1.0,3.0
145,3.0,3.0,2.0,1.0,1.0
146,2.0,2.0,2.0,2.0,2.0
147,3.0,1.0,3.0,3.0,2.0
148,*,4.0,1.0,3.0,4.0
149,*,4.0,2.0,3.0,3.0
150,4.0,2.0,1.0,3.0,2.0
151,*,3.0,3.0,3.0,4.0
152,2.0,3.0,3.0,1.0,3.0
153,1.0,3.0,3.0,2.0,3.0
154,1.0,1.0,3.0,2.0,2.0
155,1.0,3.0,2.0,4.0,3.0
156,3.0,3.0,3.0,3.0,2.0
157,3.0,1.0,2.0,1.0,2.0
158,3.0,3.0,3.0,3.0,2.0
159,4.0,3.0,3.0,3.0,3.0
160,1.0,3.0,1.0,3.0,4.0
161,1.0,1.0,1.0,3.0,1.0
162,2.0,1.0,3.0,3.0,2.0
163,1.0,3.0,3.0,3.0,3.0
164,2.0,1.0,2.0,2.0,2.0
165,1.0,2.0,1.0,3.0,3.0
166,*,*,4.0,2.0,1.0
167,2.0,2.0,3.0,2.0,3.0
168,2.0,3.0,1.0,3.0,3.0
169,3.0,3.0,3.0,2.0,2.0
170,*,1.0,4.0,3.0,2.0
171,2.0,1.0,1.0,2.0,3.0
172,2.0,3.0,1.0,1.0,2.0
173,2.0,3.0,3.0,2.0,4.0
174,2.0,2.0,2.0,1.0,3.0
175,3.0,3.0,4.0,3.0,3.0
176,2.0,1.0,1.0,2.0,3.0
177,3.0,2.0,3.0,3.0,3.0
178,3.0,2.0,1.0,1.0,2.0
179,3.0,3.0,3.0,3.0,2.0
180,3.0,3.0,3.0,3.0,1.0
181,3.0,3.0,2.0,1.0,2.0
182,3.0,2.0,3.0,1.0,3.0
183,3.0,3.0,1.0,3.0,1.0
184,3.0,1.0,1.0,2.0,3.0
185,2.0,3.0,2.0,2.0,2.0
186,2.0,1.0,1.0,3.0,2.0
187,1.0,1.0,3.0,3.0,3.0
188,*,4.0,3.0,3.0,3.0
189,2.0,3.0,2.0,3.0,1.0
190,*,3.0,1.0,3.0,4.0
191,3.0,3.0,2.0,3.0,2.0
192,2.0,2.0,4.0,2.0,3.0
193,2.0,2.0,1.0,2.0,2.0
194,2.0,3.0,1.0,3.0,2.0
195,4.0,2.0,1.0,1.0,3.0
196,2.0,2.0,3.0,1.0,2.0
197,4.0,2.0,1.0,1.0,3.0
198,2.0,3.0,3.0,2.0,2.0
199,3.0,3.0,3.0,1.0,3.0
200,4.0,2.0,1.0,2.0,1.0
201,*,1.0,2.0,4.0,1.0
202,3.0,2.0,2.0,2.0,3.0
203,3.0,3.0,3.0,1.0,3.0
204,3.0,1.0,1.0,4.0,3.0
205,2.0,3.0,4.0,1.0,2.0
206,1.0,3.0,2.0,2.0,3.0
207,3.0,2.0,3.0,1.0,3.0
208,2.0,3.0,2.0,3.0,3.0
209,2.0,3.0,1.0,1.0,3.0
210,2.0,2.0,1.0,3.0,3.0
211,4.0,3.0,3.0,1.0,3.0
212,3.0,1.0,3.0,3.0,2.0
213,3.0,1.0,1.0,3.0,2.0
214,3.0,1.0,1.0,4.0,2.0
215,1.0,3.0,3.0,3.0,3.0
216,*,3.0,1.0,2.0,1.0
217,1.0,3.0,3.0,2.0,2.0
218,*,2.0,2.0,2.0,2.0
219,2.0,1.0,2.0,2.0,4.0
220,1.0,2.0,1.0,3.0,2.0
221,2.0,2.0,3.0,2.0,2.0
222,2.0,1.0,3.0,1.0,2.0
223,2.0,4.0,3.0,3.0,2.0
224,1.0,3.0,2.0,3.0,2.0
225,3.0,3.0,4.0,3.0,1.0
226,*,2.0,2.0,1.0,2.0
227,*,4.0,3.0,3.0,3.0
228,*,2.0,4.0,4.0,3.0
229,3.0,3.0,3.0,3.0,2.0
230,2.0,3.0,3.0,3.0,3.0
231,2.0,4.0,2.0,1.0,2.0
232,3.0,3.0,3.0,1.0,1.0
233,*,1.0,2.0,3.0,1.0
234,2.0,3.0,2.0,2.0,4.0
235,*,2.0,2.0,3.0,4.0
236,3.0,3.0,3.0,4.0,2.0
237,3.0,1.0,2.0,2.0,3.0
238,2.0,3.0,2.0,3.0,2.0
239,3.0,1.0,3.0,3.0,4.0
240,2.0,1.0,1.0,4.0,3.0
241,3.0,3.0,2.0,3.0,3.0
242,2.0,3.0,3.0,1.0,3.0
243,3.0,1.0,3.0,3.0,3.0
244,2.0,3.0,2.0,3.0,1.0
245,2.0,3.0,3.0,1.0,1.0
246,3.0,3.0,3.0,4.0,3.0
247,3.0,3.0,2.0,4.0,2.0
248,2.0,3.0,1.0,3.0,2.0
249,3.0,4.0,2.0,1.0,1.0
250,*,4.0,3.0,4.0,1.0
251,3.0,2.0,3.0,1.0,4.0
252,1.0,3.0,1.0,1.0,3.0
253,3.0,3.0,2.0,3.0,1.0
254,2.0,2.0,2.0,2.0,2.0
255,3.0,4.0,1.0,2.0,3.0
256,3.0,3.0,1.0,1.0,1.0
257,*,3.0,3.0,1.0,4.0
258,3.0,3.0,3.0,2.0,2.0
259,4.0,3.0,3.0,1.0,2.0
260,2.0,3.0,3.0,1.0,1.0
261,4.0,1.0,3.0,4.0,2.0
262,1.0,3.0,3.0,2.0,4.0
263,*,3.0,1.0,2.0,3.0
264,3.0,3.0,1.0,4.0,2.0
265,4.0,3.0,3.0,1.0,3.0
266,*,4.0,3.0,2.0,2.0
267,3.0,1.0,2.0,3.0,2.0
268,3.0,3.0,1.0,3.0,2.0
269,2.0,4.0,2.0,1.0,3.0
270,4.0,3.0,2.0,3.0,1.0
271,3.0,2.0,1.0,4.0,3.0
272,2.0,3.0,2.0,3.0,1.0
273,*,4.0,1.0,2.0,4.0
274,1.0,3.0,2.0,3.0,2.0
275,4.0,3.0,3.0,1.0,2.0
276,1.0,1.0,3.0,2.0,3.0
277,4.0,2.0,2.0,3.0,1.0
278,1.0,2.0,3.0,2.0,4.0
279,2.0,1.0,3.0,2.0,1.0
280,3.0,3.0,1.0,3.0,4.0
281,2.0,2.0,3.0,2.0,2.0
282,*,3.0,2.0,4.0,1.0
283,4.0,3.0,1.0,1.0,3.0
284,3.0,3.0,1.0,3.0,1.0
285,3.0,4.0,2.0,3.0,3.0
286,3.0,2.0,3.0,3.0,3.0
287,3.0,1.0,3.0,3.0,4.0
288,3.0,4.0,3.0,3.0,2.0
289,2.0,3.0,3.0,2.0,2.0
290,3.0,3.0,2.0,3.0,2.0
291,2.0,3.0,1.0,3.0,4.0
292,3.0,3.0,4.0,1.0,3.0
293,1.0,3.0,3.0,3.0,1.0
294,1.0,2.0,2.0,2.0,3.0
295,2.0,2.0,2.0,2.0,3.0
296,*,1.0,4.0,3.0,3.0
297,3.0,3.0,3.0,1.0,3.0
298,*,4.0,3.0,2.0,1.0
299,4.0,2.0,3.0,1.0,2.0
300,*,2.0,3.0,3.0,1.0
301,3.0,2.0,4.0,2.0,2.0
302,3.0,2.0,3.0,2.0,3.0
303,3.0,2.0,4.0,1.0,1.0
304,1.0,2.0,4.0,1.0,3.0
305,1.0,3.0,2.0,1.0,3.0
306,2.0,2.0,2.0,2.0,2.0
307,3.0,2.0,3.0,4.0,2.0
308,*,3.0,4.0,2.0,1.0
309,3.0,2.0,2.0,3.0,3.0
310,3.0,4.0,3.0,2.0,3.0
311,3.0,3.0,3.0,4.0,1.0
312,3.0,3.0,4.0,3.0,2.0
313,2.0,3.0,3.0,2.0,2.0
314,4.0,2.0,1.0,3.0,1.0
315,2.0,2.0,2.0,3.0,3.0
316,3.0,3.0,1.0,3.0,1.0
317,3.0,1.0,2.0,3.0,3.0
318,3.0,3.0,1.0,2.0,2.0
319,*,4.0,2.0,1.0,3.0
320,1.0,4.0,4.0,3.0,2.0
321,1.0,4.0,3.0,3.0,3.0
322,1.0,3.0,3.0,3.0,1.0
323,2.0,1.0,2.0,4.0,3.0
324,3.0,2.0,2.0,1.0,1.0
325,1.0,1.0,1.0,2.0,1.0
326,3.0,3.0,1.0,2.0,3.0
327,3.0,1.0,3.0,1.0,3.0
328,3.0,1.0,2.0,3.0,1.0
329,1.0,2.0,2.0,3.0,2.0
330,3.0,2.0,3.0,2.0,3.0
331,3.0,3.0,1.0,2.0,4.0
332,2.0,2.0,2.0,3.0,2.0
333,2.0,2.0,3.0,3.0,1.0
334,*,3.0,1.0,4.0,2.0
335,4.0,2.0,3.0,3.0,3.0
336,*,2.0,4.0,2.0,3.0
337,2.0,2.0,2.0,2.0,2.0
338,2.0,3.0,4.0,3.0,1.0
339,2.0,3.0,3.0,2.0,3.0
340,*,1.0,4.0,4.0,2.0
341,3.0,3.0,3.0,4.0,1.0
342,3.0,2.0,3.0,3.0,3.0
343,3.0,2.0,1.0,2.0,4.0
344,*,*,4.0,1.0,4.0
345,2.0,1.0,3.0,2.0,3.0
346,4.0,2.0,2.0,4.0,2.0
347,*,3.0,4.0,2.0,1.0
348,*,1.0,2.0,1.0,3.0
349,1.0,1.0,3.0,2.0,3.0
350,2.0,3.0,1.0,3.0,2.0
351,2.0,3.0,3.0,2.0,3.0
352,3.0,3.0,2.0,2.0,3.0
353,4.0,3.0,2.0,2.0,3.0
354,3.0,3.0,2.0,1.0,3.0
355,3.0,2.0,3.0,2.0,3.0
356,3.0,1.0,2.0,3.0,2.0
357,3.0,1.0,1.0,1.0,3.0
358,3.0,3.0,2.0,4.0,4.0
359,3.0,2.0,3.0,3.0,1.0
360,2.0,2.0,3.0,4.0,3.0
361,1.0,3.0,3.0,3.0,3.0
362,3.0,2.0,3.0,3.0,3.0
363,3.0,3.0,2.0,3.0,2.0
364,3.0,2.0,2.0,3.0,1.0
365,2.0,1.0,2.0,3.0,3.0
366,4.0,1.0,3.0,2.0,2.0
367,2.0,2.0,2.0,3.0,2.0
368,1.0,1.0,1.0,3.0,3.0
369,3.0,4.0,3.0,3.0,1.0
370,2.0,1.0,2.0,3.0,3.0
371,1.0,3.0,2.0,3.0,4.0
372,3.0,2.0,3.0,2.0,3.0
373,3.0,3.0,3.0,1.0,3.0
374,2.0,1.0,3.0,1.0,3.0
375,*,2.0,2.0,4.0,2.0
376,1.0,3.0,2.0,1.0,3.0
377,2.0,2.0,3.0,2.0,2.0
378,3.0,1.0,2.0,3.0,2.0
379,*,2.0,4.0,3.0,2.0
380,1.0,4.0,3.0,4.0,3.0
381,1.0,3.0,3.0,2.0,1.0
382,*,*,4.0,3.0,4.0
383,1.0,3.0,1.0,3.0,3.0
384,2.0,2.0,3.0,1.0,3.0
385,3.0,3.0,1.0,1.0,2.0
386,3.0,3.0,1.0,4.0,2.0
387,3.0,3.0,1.0,2.0,3.0
388,2.0,2.0,3.0,3.0,3.0
389,2.0,2.0,3.0,4.0,3.0
390,3.0,4.0,1.0,3.0,3.0
391,*,3.0,4.0,2.0,3.0
392,*,3.0,2.0,4.0,2.0
393,4.0,2.0,1.0,2.0,1.0
394,3.0,2.0,3.0,3.0,1.0
395,*,2.0,4.0,3.0,2.0
396,*,1.0,2.0,1.0,3.0
397,2.0,3.0,3.0,3.0,2.0
398,3.0,3.0,1.0,2.0,2.0
399,1.0,2.0,1.0,3.0,3.0
400,1.0,3.0,3.0,1.0,3.0
401,3.0,2.0,2.0,2.0,2.0
402,3.0,2.0,1.0,3.0,4.0
403,3.0,3.0,1.0,3.0,2.0
404,3.0,2.0,3.0,4.0,2.0
405,3.0,2.0,3.0,1.0,2.0
406,*,1.0,3.0,1.0,4.0
407,1.0,3.0,3.0,3.0,3.0
408,4.0,3.0,2.0,2.0,3.0
409,3.0,1.0,1.0,1.0,3.0
410,*,2.0,4.0,2.0,4.0
411,2.0,3.0,3.0,2.0,1.0
412,2.0,2.0,2.0,3.0,3.0
413,1.0,3.0,4.0,3.0,3.0
414,*,2.0,3.0,1.0,1.0
415,2.0,1.0,1.0,2.0,3.0
416,3.0,2.0,3.0,2.0,3.0
417,3.0,2.0,1.0,1.0,3.0
418,2.0,2.0,1.0,3.0,3.0
419,3.0,2.0,1.0,2.0,3.0
420,2.0,2.0,3.0,3.0,1.0
421,3.0,4.0,3.0,2.0,3.0
422,2.0,3.0,1.0,3.0,3.0
423,1.0,1.0,1.0,2.0,1.0
424,3.0,2.0,2.0,4.0,3.0
425,3.0,1.0,3.0,3.0,2.0
426,2.0,3.0,3.0,2.0,2.0
427,4.0,2.0,2.0,3.0,3.0
428,1.0,2.0,2.0,3.0,2.0
429,1.0,3.0,3.0,2.0,2.0
430,*,2.0,2.0,4.0,3.0
431,3.0,2.0,4.0,1.0,3.0
432,3.0,3.0,1.0,3.0,4.0
433,*,*,3.0,4.0,2.0
434,*,1.0,4.0,4.0,3.0
435,2.0,3.0,1.0,1.0,1.0
436,*,1.0,2.0,3.0,2.0
437,1.0,2.0,3.0,3.0,4.0
438,3.0,2.0,2.0,1.0,1.0
439,2.0,1.0,3.0,3.0,3.0
440,*,1.0,2.0,2.0,3.0
441,3.0,3.0,3.0,1.0,3.0
442,1.0,3.0,1.0,1.0,2.0
443,4.0,3.0,3.0,1.0,1.0
444,*,3.0,3.0,2.0,4.0
445,2.0,3.0,3.0,3.0,2.0
446,*,4.0,3.0,3.0,3.0
447,2.0,2.0,3.0,3.0,3.0
448,3.0,4.0,3.0,2.0,3.0
449,3.0,2.0,3.0,2.0,2.0
450,3.0,3.0,1.0,1.0,3.0
451,2.0,2.0,1.0,3.0,3.0
452,1.0,2.0,1.0,2.0,4.0
453,3.0,3.0,2.0,1.0,3.0
454,3.0,3.0,3.0,1.0,3.0
455,2.0,2.0,2.0,2.0,3.0
456,2.0,1.0,3.0,3.0,2.0
457,3.0,2.0,1.0,2.0,2.0
458,3.0,3.0,4.0,1.0,2.0
459,2.0,1.0,1.0,3.0,3.0
460,4.0,2.0,3.0,1.0,2.0
461,*,4.0,1.0,3.0,4.0
462,*,*,3.0,4.0,4.0
463,3.0,4.0,2.0,3.0,1.0
464,3.0,1.0,3.0,3.0,3.0
465,1.0,2.0,3.0,3.0,4.0
466,2.0,2.0,2.0,1.0,3.0
467,*,3.0,1.0,2.0,2.0
468,2.0,2.0,3.0,3.0,3.0
469,3.0,1.0,3.0,3.0,1.0
470,2.0,2.0,2.0,1.0,1.0
471,4.0,3.0,1.0,3.0,2.0
472,*,2.0,4.0,4.0,3.0
473,*,2.0,4.0,2.0,4.0
474,*,4.0,3.0,3.0,3.0
475,2.0,3.0,1.0,3.0,4.0
476,2.0,3.0,2.0,3.0,1.0
477,3.0,3.0,2.0,3.0,3.0
478,*,4.0,3.0,4.0,1.0
479,*,2.0,2.0,4.0,4.0
480,3.0,3.0,2.0,3.0,4.0
481,1.0,1.0,3.0,1.0,4.0
482,3.0,1.0,2.0,3.0,1.0
483,2.0,4.0,2.0,2.0,3.0
484,1.0,3.0,2.0,3.0,2.0
485,1.0,3.0,1.0,1.0,3.0
486,1.0,3.0,2.0,2.0,4.0
487,3.0,2.0,2.0,2.0,3.0
488,3.0,1.0,1.0,1.0,2.0
489,3.0,1.0,3.0,2.0,3.0
490,3.0,4.0,4.0,3.0,1.0
491,*,2.0,2.0,2.0,1.0
492,*,1.0,1.0,2.0,2.0
493,3.0,4.0,2.0,1.0,1.0
494,3.0,4.0,1.0,2.0,3.0
495,*,3.0,1.0,4.0,3.0
496,2.0,2.0,2.0,3.0,2.0
497,2.0,3.0,1.0,1.0,2.0
498,*,3.0,3.0,2.0,4.0
499,1.0,1.0,4.0,3.0,3.0
500,3.0,2.0,3.0,1.0,2.0
501,3.0,1.0,3.0,3.0,2.0
502,3.0,2.0,1.0,2.0,4.0
503,3.0,3.0,2.0,3.0,3.0
504,1.0,2.0,1.0,2.0,3.0
505,2.0,2.0,3.0,3.0,1.0
506,2.0,2.0,3.0,3.0,1.0
507,*,1.0,2.0,3.0,2.0
508,3.0,2.0,4.0,3.0,1.0
509,1.0,1.0,3.0,2.0,3.0
510,3.0,3.0,2.0,3.0,3.0
511,*,1.0,2.0,1.0,1.0
512,3.0,3.0,3.0,4.0,3.0
513,3.0,3.0,3.0,2.0,1.0
514,2.0,1.0,2.0,2.0,4.0
515,1.0,2.0,3.0,2.0,3.0
516,3.0,1.0,3.0,4.0,3.0
517,3.0,2.0,3.0,2.0,4.0
518,2.0,3.0,3.0,1.0,1.0
519,2.0,3.0,1.0,2.0,1.0
520,*,4.0,2.0,1.0,1.0
521,3.0,3.0,3.0,2.0,1.0
522,2.0,3.0,2.0,1.0,1.0
523,2.0,2.0,2.0,3.0,3.0
524,4.0,3.0,3.0,3.0,3.0
525,*,1.0,1.0,3.0,3.0
526,3.0,1.0,2.0,2.0,3.0
527,*,3.0,4.0,2.0,3.0
528,*,2.0,1.0,3.0,4.0
529,*,2.0,2.0,3.0,2.0
530,2.0,2.0,4.0,3.0,3.0
531,2.0,2.0,3.0,2.0,2.0
532,2.0,4.0,2.0,2.0,3.0
533,2.0,3.0,1.0,3.0,3.0
534,*,1.0,3.0,2.0,1.0
535,3.0,3.0,3.0,4.0,3.0
536,3.0,1.0,3.0,4.0,2.0
537,1.0,4.0,3.0,1.0,2.0
538,3.0,3.0,3.0,3.0,2.0
539,2.0,2.0,3.0,1.0,3.0
540,3.0,2.0,3.0,1.0,1.0
541,2.0,2.0,4.0,3.0,3.0
542,2.0,3.0,2.0,3.0,3.0
543,4.0,3.0,3.0,1.0,3.0
544,3.0,3.0,1.0,2.0,2.0
545,*,1.0,1.0,1.0,2.0
546,*,1.0,4.0,4.0,2.0
547,3.0,3.0,4.0,2.0,4.0
548,2.0,1.0,3.0,3.0,3.0
549,3.0,3.0,1.0,4.0,2.0
550,2.0,2.0,3.0,3.0,3.0
551,1.0,3.0,2.0,1.0,4.0
552,4.0,3.0,1.0,1.0,3.0
553,2.0,4.0,3.0,2.0,1.0
554,3.0,3.0,2.0,3.0,3.0
555,3.0,3.0,1.0,2.0,3.0
556,1.0,1.0,3.0,2.0,2.0
557,3.0,1.0,3.0,3.0,4.0
558,2.0,4.0,3.0,1.0,3.0
559,*,4.0,4.0,2.0,2.0
560,*,4.0,3.0,3.0,3.0
561,2.0,1.0,3.0,2.0,3.0
562,*,1.0,3.0,1.0,2.0
563,3.0,3.0,3.0,3.0,3.0
564,*,4.0,2.0,3.0,1.0
565,*,1.0,2.0,4.0,1.0
566,2.0,2.0,2.0,3.0,3.0
567,*,1.0,2.0,4.0,4.0
568,2.0,4.0,3.0,1.0,2.0
569,1.0,3.0,3.0,3.0,2.0
570,2.0,1.0,4.0,2.0,2.0
571,3.0,2.0,3.0,3.0,2.0
572,*,2.0,4.0,3.0,2.0
573,3.0,2.0,2.0,3.0,3.0
574,3.0,3.0,1.0,1.0,1.0
575,3.0,1.0,2.0,3.0,1.0
576,3.0,1.0,2.0,3.0,2.0
577,1.0,3.0,2.0,2.0,2.0
578,2.0,3.0,3.0,3.0,3.0
579,3.0,4.0,3.0,1.0,3.0
580,2.0,3.0,2.0,3.0,2.0
581,1.0,2.0,3.0,2.0,3.0
582,3.0,1.0,3.0,4.0,2.0
583,3.0,3.0,2.0,3.0,3.0
584,2.0,2.0,3.0,2.0,3.0
585,3.0,1.0,4.0,3.0,3.0
586,3.0,2.0,3.0,4.0,2.0
587,*,*,1.0,2.0,1.0
588,4.0,3.0,2.0,3.0,4.0
589,3.0,3.0,3.0,1.0,3.0
590,3.0,3.0,2.0,3.0,3.0
591,*,1.0,2.0,4.0,2.0
592,*,2.0,2.0,2.0,1.0
593,3.0,3.0,2.0,2.0,3.0
594,*,4.0,1.0,3.0,2.0
595,2.0,1.0,3.0,3.0,4.0
596,2.0,2.0,2.0,3.0,3.0
597,*,1.0,2.0,3.0,4.0
598,2.0,3.0,2.0,1.0,2.0
599,*,4.0,2.0,2.0,3.0
600,2.0,3.0,3.0,3.0,3.0
601,3.0,3.0,3.0,3.0,3.0
602,4.0,4.0,3.0,3.0,4.0
603,2.0,1.0,3.0,1.0,3.0
604,3.0,3.0,2.0,2.0,2.0
605,*,1.0,1.0,1.0,2.0
606,1.0,4.0,3.0,2.0,3.0
607,1.0,3.0,2.0,3.0,3.0
608,3.0,3.0,3.0,3.0,1.0
609,1.0,2.0,1.0,3.0,3.0
610,3.0,2.0,2.0,2.0,1.0
611,3.0,3.0,2.0,4.0,3.0
612,1.0,4.0,1.0,3.0,3.0
613,4.0,3.0,3.0,1.0,1.0
614,*,3.0,3.0,3.0,4.0
615,1.0,3.0,3.0,2.0,4.0
616,2.0,3.0,3.0,3.0,2.0
617,3.0,3.0,3.0,4.0,2.0
618,3.0,1.0,1.0,2.0,1.0
619,1.0,1.0,2.0,2.0,2.0
620,2.0,3.0,3.0,3.0,2.0
621,2.0,2.0,3.0,3.0,1.0
622,*,4.0,2.0,1.0,2.0
623,3.0,2.0,3.0,2.0,4.0
624,2.0,2.0,3.0,2.0,3.0
625,1.0,1.0,1.0,3.0,3.0
626,*,1.0,2.0,3.0,4.0
627,*,1.0,2.0,1.0,3.0
628,3.0,3.0,1.0,1.0,1.0
629,3.0,3.0,4.0,2.0,2.0
630,2.0,3.0,1.0,2.0,1.0
631,3.0,3.0,3.0,2.0,1.0
632,3.0,3.0,1.0,4.0,3.0
633,*,*,3.0,2.0,4.0
634,3.0,2.0,2.0,2.0,3.0
635,*,4.0,2.0,3.0,2.0
636,3.0,2.0,3.0,4.0,4.0
637,2.0,4.0,3.0,1.0,2.0
638,2.0,1.0,2.0,2.0,2.0
639,2.0,1.0,2.0,2.0,4.0
640,1.0,3.0,2.0,3.0,4.0
641,2.0,3.0,1.0,3.0,2.0
642,3.0,3.0,2.0,1.0,3.0
643,*,3.0,2.0,2.0,4.0
644,4.0,3.0,2.0,3.0,4.0
645,*,*,4.0,1.0,2.0
646,2.0,2.0,1.0,1.0,3.0
